radius,thickness,gap_angle,shell_stiffness
4000,70,20,5747
4000,70,30,3521
4000,70,40,2533
4000,70,50,1970
4000,70,60,1492
4000,70,70,1200
4000,70,80,1002
4000,70,90,808
4000,70,100,673
4000,70,110,574
4000,70,120,467
4000,70,130,388
4000,70,140,326
4000,70,150,259
4000,70,160,209
4000,70,170,170
4000,70,180,129
4000,80,10,11806
4000,80,20,6549
4000,80,30,4029
4000,80,40,2908
4000,80,50,2264
4000,80,60,1716
4000,80,70,1379
4000,80,80,1149
4000,80,90,924
4000,80,100,768
4000,80,110,653
4000,80,120,530
4000,80,130,439
4000,80,140,369
4000,80,150,292
4000,80,160,236
4000,80,170,192
4000,80,180,146
4000,90,10,13193
4000,90,20,7348
4000,90,30,4537
4000,90,40,3283
4000,90,50,2560
4000,90,60,1940
4000,90,70,1559
4000,90,80,1297
4000,90,90,1041
4000,90,100,863
4000,90,110,732
4000,90,120,592
4000,90,130,490
4000,90,140,411
4000,90,150,326
4000,90,160,262
4000,90,170,214
4000,90,180,162
4000,100,10,14556
4000,100,20,8137
4000,100,30,5043
4000,100,40,3658
4000,100,50,2854
4000,100,60,2165
4000,100,70,1739
4000,100,80,1446
4000,100,90,1158
4000,100,100,958
4000,100,110,811
4000,100,120,655
4000,100,130,541
4000,100,140,453
4000,100,150,358
4000,100,160,289
4000,100,170,235
4000,100,180,179
4000,110,10,15898
4000,110,20,8921
4000,110,30,5546
4000,110,40,4032
4000,110,50,3149
4000,110,60,2390
4000,110,70,1920
4000,110,80,1594
4000,110,90,1275
4000,110,100,1054
4000,110,110,890
4000,110,120,717
4000,110,130,591
4000,110,140,495
4000,110,150,391
4000,110,160,315
4000,110,170,257
4000,110,180,195
4000,120,10,17212
4000,120,20,9699
4000,120,30,6046
4000,120,40,4405
4000,120,50,3442
4000,120,60,2614
4000,120,70,2100
4000,120,80,1743
4000,120,90,1392
4000,120,100,1149
4000,120,110,968
4000,120,120,779
4000,120,130,642
4000,120,140,536
4000,120,150,424
4000,120,160,341
4000,120,170,278
4000,120,180,212
4000,130,10,18519
4000,130,20,10471
4000,130,30,6545
4000,130,40,4776
4000,130,50,3736
4000,130,60,2838
4000,130,70,2281
4000,130,80,1891
4000,130,90,1508
4000,130,100,1244
4000,130,110,1047
4000,130,120,841
4000,130,130,692
4000,130,140,578
4000,130,150,456
4000,130,160,367
4000,130,170,300
4000,130,180,228
4000,140,10,19802
4000,140,20,11236
4000,140,30,7042
4000,140,40,5147
4000,140,50,4027
4000,140,60,3063
4000,140,70,2460
4000,140,80,2039
4000,140,90,1625
4000,140,100,1339
4000,140,110,1126
4000,140,120,904
4000,140,130,743
4000,140,140,620
4000,140,150,489
4000,140,160,393
4000,140,170,321
4000,140,180,245
4000,150,10,21097
4000,150,20,12005
4000,150,30,7536
4000,150,40,5516
4000,150,50,4320
4000,150,60,3286
4000,150,70,2640
4000,150,80,2187
4000,150,90,1742
4000,150,100,1434
4000,150,110,1205
4000,150,120,966
4000,150,130,793
4000,150,140,661
4000,150,150,521
4000,150,160,420
4000,150,170,342
4000,150,180,261
4500,10,10,1451
4500,10,20,698
4500,10,30,386
4500,10,40,272
4500,10,50,215
4500,10,60,173
4500,10,70,148
4500,10,80,130
4500,10,90,111
4500,10,100,96
4500,10,110,83
4500,10,120,68
4500,10,130,56
4500,10,140,47
4500,10,150,36
4500,10,160,29
4500,10,170,23
4500,10,180,17
4500,20,10,2842
4500,20,20,1476
4500,20,30,855
4500,20,40,599
4500,20,50,467
4500,20,60,364
4500,20,70,303
4500,20,80,263
4500,20,90,221
4500,20,100,190
4500,20,110,166
4500,20,120,137
4500,20,130,114
4500,20,140,96
4500,20,150,75
4500,20,160,60
4500,20,170,48
4500,20,180,36
4500,30,10,4156
4500,30,20,2218
4500,30,30,1318
4500,30,40,932
4500,30,50,726
4500,30,60,559
4500,30,70,461
4500,30,80,395
4500,30,90,330
4500,30,100,282
4500,30,110,245
4500,30,120,202
4500,30,130,169
4500,30,140,142
4500,30,150,112
4500,30,160,90
4500,30,170,73
4500,30,180,55
4500,40,10,5444
4500,40,20,2945
4500,40,30,1772
4500,40,40,1263
4500,40,50,984
4500,40,60,755
4500,40,70,619
4500,40,80,527
4500,40,90,436
4500,40,100,371
4500,40,110,321
4500,40,120,265
4500,40,130,221
4500,40,140,187
4500,40,150,148
4500,40,160,118
4500,40,170,96
4500,40,180,72
4500,50,10,6720
4500,50,20,3666
4500,50,30,2225
4500,50,40,1595
4500,50,50,1244
4500,50,60,952
4500,50,70,777
4500,50,80,659
4500,50,90,542
4500,50,100,459
4500,50,110,395
4500,50,120,326
4500,50,130,272
4500,50,140,229
4500,50,150,182
4500,50,160,146
4500,50,170,118
4500,50,180,89
4500,60,10,7987
4500,60,20,4384
4500,60,30,2678
4500,60,40,1928
4500,60,50,1505
4500,60,60,1151
4500,60,70,936
4500,60,80,791
4500,60,90,647
4500,60,100,546
4500,60,110,469
4500,60,120,385
4500,60,130,321
4500,60,140,271
4500,60,150,215
4500,60,160,173
4500,60,170,140
4500,60,180,106
4500,70,10,9242
4500,70,20,5099
4500,70,30,3131
4500,70,40,2261
4500,70,50,1767
4500,70,60,1350
4500,70,70,1096
4500,70,80,923
4500,70,90,752
4500,70,100,633
4500,70,110,542
4500,70,120,444
4500,70,130,370
4500,70,140,312
4500,70,150,247
4500,70,160,199
4500,70,170,162
4500,70,180,122
4500,80,10,10493
4500,80,20,5814
4500,80,30,3584
4500,80,40,2595
4500,80,50,2030
4500,80,60,1550
4500,80,70,1257
4500,80,80,1056
4500,80,90,858
4500,80,100,719
4500,80,110,615
4500,80,120,503
4500,80,130,418
4500,80,140,352
4500,80,150,279
4500,80,160,224
4500,80,170,182
4500,80,180,138
4500,90,10,11723
4500,90,20,6523
4500,90,30,4036
4500,90,40,2930
4500,90,50,2293
4500,90,60,1751
4500,90,70,1418
4500,90,80,1189
4500,90,90,964
4500,90,100,806
4500,90,110,688
4500,90,120,561
4500,90,130,466
4500,90,140,392
4500,90,150,311
4500,90,160,250
4500,90,170,203
4500,90,180,153
4500,100,10,12953
4500,100,20,7231
4500,100,30,4486
4500,100,40,3265
4500,100,50,2556
4500,100,60,1952
4500,100,70,1580
4500,100,80,1323
4500,100,90,1070
4500,100,100,893
4500,100,110,760
4500,100,120,618
4500,100,130,513
4500,100,140,431
4500,100,150,341
4500,100,160,275
4500,100,170,223
4500,100,180,169
4500,110,10,14164
4500,110,20,7930
4500,110,30,4936
4500,110,40,3598
4500,110,50,2819
4500,110,60,2154
4500,110,70,1742
4500,110,80,1457
4500,110,90,1175
4500,110,100,980
4500,110,110,832
4500,110,120,676
4500,110,130,560
4500,110,140,470
4500,110,150,372
4500,110,160,299
4500,110,170,243
4500,110,180,184
4500,120,10,15361
4500,120,20,8628
4500,120,30,5385
4500,120,40,3932
4500,120,50,3083
4500,120,60,2355
4500,120,70,1904
4500,120,80,1590
4500,120,90,1281
4500,120,100,1066
4500,120,110,904
4500,120,120,733
4500,120,130,607
4500,120,140,509
4500,120,150,402
4500,120,160,324
4500,120,170,263
4500,120,180,200
4500,130,10,16529
4500,130,20,9320
4500,130,30,5831
4500,130,40,4264
4500,130,50,3344
4500,130,60,2556
4500,130,70,2066
4500,130,80,1724
4500,130,90,1387
4500,130,100,1152
4500,130,110,976
4500,130,120,790
4500,130,130,653
4500,130,140,547
4500,130,150,432
4500,130,160,348
4500,130,170,283
4500,130,180,215
4500,140,10,17699
4500,140,20,10010
4500,140,30,6274
4500,140,40,4596
4500,140,50,3606
4500,140,60,2756
4500,140,70,2228
4500,140,80,1857
4500,140,90,1492
4500,140,100,1239
4500,140,110,1048
4500,140,120,846
4500,140,130,699
4500,140,140,585
4500,140,150,462
4500,140,160,372
4500,140,170,303
4500,140,180,230
4500,150,10,18832
4500,150,20,10695
4500,150,30,6716
4500,150,40,4926
4500,150,50,3867
4500,150,60,2957
4500,150,70,2389
4500,150,80,1990
4500,150,90,1597
4500,150,100,1324
4500,150,110,1119
4500,150,120,903
4500,150,130,745
4500,150,140,623
4500,150,150,492
4500,150,160,396
4500,150,170,322
4500,150,180,245
5000,10,10,1299
5000,10,20,621
5000,10,30,347
5000,10,40,250
5000,10,50,201
5000,10,60,164
5000,10,70,142
5000,10,80,125
5000,10,90,107
5000,10,100,92
5000,10,110,79
5000,10,120,64
5000,10,130,53
5000,10,140,44
5000,10,150,34
5000,10,160,27
5000,10,170,22
5000,10,180,16
5000,20,10,2556
5000,20,20,1321
5000,20,30,769
5000,20,40,545
5000,20,50,430
5000,20,60,340
5000,20,70,288
5000,20,80,251
5000,20,90,212
5000,20,100,183
5000,20,110,159
5000,20,120,130
5000,20,130,108
5000,20,140,90
5000,20,150,71
5000,20,160,56
5000,20,170,45
5000,20,180,34
5000,30,10,3741
5000,30,20,1989
5000,30,30,1186
5000,30,40,846
5000,30,50,665
5000,30,60,520
5000,30,70,434
5000,30,80,375
5000,30,90,315
5000,30,100,270
5000,30,110,235
5000,30,120,194
5000,30,130,161
5000,30,140,135
5000,30,150,106
5000,30,160,85
5000,30,170,68
5000,30,180,51
5000,40,10,4897
5000,40,20,2643
5000,40,30,1596
5000,40,40,1146
5000,40,50,900
5000,40,60,700
5000,40,70,580
5000,40,80,498
5000,40,90,416
5000,40,100,355
5000,40,110,308
5000,40,120,254
5000,40,130,212
5000,40,140,178
5000,40,150,141
5000,40,160,112
5000,40,170,91
5000,40,180,68
5000,50,10,6042
5000,50,20,3292
5000,50,30,2005
5000,50,40,1446
5000,50,50,1136
5000,50,60,880
5000,50,70,725
5000,50,80,620
5000,50,90,515
5000,50,100,438
5000,50,110,379
5000,50,120,313
5000,50,130,261
5000,50,140,220
5000,50,150,173
5000,50,160,139
5000,50,170,112
5000,50,180,84
5000,60,10,7184
5000,60,20,3939
5000,60,30,2414
5000,60,40,1747
5000,60,50,1372
5000,60,60,1060
5000,60,70,871
5000,60,80,742
5000,60,90,613
5000,60,100,520
5000,60,110,449
5000,60,120,370
5000,60,130,308
5000,60,140,260
5000,60,150,205
5000,60,160,164
5000,60,170,133
5000,60,180,100
5000,70,10,8313
5000,70,20,4583
5000,70,30,2822
5000,70,40,2048
5000,70,50,1610
5000,70,60,1242
5000,70,70,1018
5000,70,80,864
5000,70,90,711
5000,70,100,602
5000,70,110,518
5000,70,120,426
5000,70,130,355
5000,70,140,299
5000,70,150,237
5000,70,160,190
5000,70,170,154
5000,70,180,115
5000,80,10,9434
5000,80,20,5227
5000,80,30,3231
5000,80,40,2350
5000,80,50,1847
5000,80,60,1424
5000,80,70,1164
5000,80,80,986
5000,80,90,809
5000,80,100,683
5000,80,110,586
5000,80,120,481
5000,80,130,401
5000,80,140,338
5000,80,150,267
5000,80,160,214
5000,80,170,174
5000,80,180,131
5000,90,10,10549
5000,90,20,5869
5000,90,30,3639
5000,90,40,2653
5000,90,50,2086
5000,90,60,1606
5000,90,70,1311
5000,90,80,1108
5000,90,90,906
5000,90,100,763
5000,90,110,654
5000,90,120,536
5000,90,130,446
5000,90,140,376
5000,90,150,297
5000,90,160,239
5000,90,170,194
5000,90,180,146
5000,100,10,11655
5000,100,20,6506
5000,100,30,4045
5000,100,40,2955
5000,100,50,2324
5000,100,60,1788
5000,100,70,1459
5000,100,80,1230
5000,100,90,1003
5000,100,100,844
5000,100,110,722
5000,100,120,590
5000,100,130,491
5000,100,140,413
5000,100,150,327
5000,100,160,263
5000,100,170,213
5000,100,180,160
5000,110,10,12755
5000,110,20,7138
5000,110,30,4452
5000,110,40,3256
5000,110,50,2562
5000,110,60,1971
5000,110,70,1606
5000,110,80,1352
5000,110,90,1100
5000,110,100,924
5000,110,110,789
5000,110,120,644
5000,110,130,536
5000,110,140,450
5000,110,150,356
5000,110,160,286
5000,110,170,232
5000,110,180,175
5000,120,10,13831
5000,120,20,7770
5000,120,30,4857
5000,120,40,3557
5000,120,50,2800
5000,120,60,2153
5000,120,70,1753
5000,120,80,1474
5000,120,90,1198
5000,120,100,1004
5000,120,110,856
5000,120,120,698
5000,120,130,580
5000,120,140,487
5000,120,150,385
5000,120,160,309
5000,120,170,251
5000,120,180,190
5000,130,10,14903
5000,130,20,8396
5000,130,30,5260
5000,130,40,3858
5000,130,50,3038
5000,130,60,2335
5000,130,70,1900
5000,130,80,1596
5000,130,90,1294
5000,130,100,1083
5000,130,110,923
5000,130,120,751
5000,130,130,623
5000,130,140,523
5000,130,150,414
5000,130,160,332
5000,130,170,270
5000,130,180,204
5000,140,10,15949
5000,140,20,9017
5000,140,30,5663
5000,140,40,4158
5000,140,50,3274
5000,140,60,2518
5000,140,70,2047
5000,140,80,1718
5000,140,90,1391
5000,140,100,1163
5000,140,110,989
5000,140,120,804
5000,140,130,666
5000,140,140,559
5000,140,150,442
5000,140,160,355
5000,140,170,288
5000,140,180,218
5000,150,10,17007
5000,150,20,9643
5000,150,30,6061
5000,150,40,4456
5000,150,50,3511
5000,150,60,2699
5000,150,70,2194
5000,150,80,1839
5000,150,90,1487
5000,150,100,1242
5000,150,110,1055
5000,150,120,856
5000,150,130,709
5000,150,140,594
5000,150,150,470
5000,150,160,378
5000,150,170,307
5000,150,180,232
